id,car_brand,car_registration_year,car_eng_pow,customer_age,postal_code,claim_amount,policy_id,marital_status,file_Name,policy_start,policy_end,car_age,car_age_group,car_eng_pow_group,customer_age_group,exposure
15,Toyota,2007,101.0,88.0,,903.94,P00286,Single,task_data_2.csv,2019-11-08,2021-05-30,15.4,"[9.4, 35.4)",100-250,"[80, 90)",1.0
16,Lincoln,2007,59.0,53.0,,1234.56,P08044,Married,task_data_2.csv,2020-12-18,2021-06-22,15.4,"[9.4, 35.4)",0-100,"[50, 60)",0.5092507032998624
17,GMC,1994,313.0,32.0,851078,1524.36,P05313,Married,task_data_2.csv,2020-09-04,2021-01-19,28.4,"[9.4, 35.4)",250+,"[30, 40)",0.37509325995742554
18,Acura,1993,-1.0,-1.0,,1217.36,P85622,Single,task_data_2.csv,2019-08-30,2021-05-31,29.4,"[9.4, 35.4)",,"[20, 30)",1.0
19,Mercedes-Benz,2008,297.0,79.0,,1649.98,P31854,Single,task_data_2.csv,2019-01-21,2021-01-03,14.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
20,Bentley,2006,244.0,20.0,8970055,480.45,P58246,Single,task_data_2.csv,2019-10-10,2021-03-13,16.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
21,Kia,2006,372.0,24.0,4380,1214.82,P19835,Single,task_data_2.csv,2020-11-21,2021-12-17,16.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
22,Toyota,2012,259.0,80.0,5021,379.97,P31187,Married,task_data_2.csv,2019-11-16,2021-07-28,10.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
23,Porsche,2004,345.0,83.0,2605129,876.19,P34101,Married,task_data_2.csv,2019-03-03,2021-09-02,18.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
24,Dodge,1994,106.0,29.0,40110,2446.17,P34927,Married,task_data_2.csv,2019-02-09,2021-03-22,28.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
25,Chevrolet,2011,99.0,21.0,,1431.24,P82425,Single,task_data_2.csv,2020-06-04,2021-10-15,11.4,"[9.4, 35.4)",0-100,"[20, 30)",1.0
26,Buick,1992,248.0,97.0,,932.64,P77079,Married,task_data_2.csv,2020-02-19,2021-01-20,30.4,"[9.4, 35.4)",100-250,"[90, 100)",0.9199367543481386
27,Cadillac,2007,299.0,22.0,,2499.98,P54770,Married,task_data_2.csv,2019-04-14,2021-11-04,15.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
28,Chevrolet,1996,137.0,59.0,111971,37.75,P42795,Single,task_data_2.csv,2020-07-16,2021-10-28,26.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
29,Smart,2012,138.0,68.0,41905,0.0,P65445,Single,task_data_2.csv,2019-06-12,2021-07-29,10.4,"[9.4, 35.4)",100-250,"[60, 70)",0.0
30,Hummer,2004,367.0,55.0,M4N,852.89,P50249,Single,task_data_2.csv,2019-02-04,2022-02-01,18.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
31,Isuzu,1999,150.0,16.0,4514,624.9,P37787,Single,task_data_2.csv,2020-06-09,2021-01-11,23.4,"[9.4, 35.4)",100-250,"[20, 30)",0.5913879135095177
32,Isuzu,1994,118.0,86.0,98044,2347.9,P84324,Single,task_data_2.csv,2019-12-15,2021-07-29,28.4,"[9.4, 35.4)",100-250,"[80, 90)",1.0
33,Mazda,2010,137.0,97.0,,1821.65,P88397,Single,task_data_2.csv,2020-10-09,2022-01-31,12.4,"[9.4, 35.4)",100-250,"[90, 100)",1.0
34,Acura,1998,213.0,78.0,2530285,516.61,P33185,Married,task_data_2.csv,2019-09-16,2021-03-09,24.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
35,Volkswagen,2008,217.0,62.0,,374.0,P45400,Married,task_data_2.csv,2019-12-07,2021-10-07,14.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
36,Ford,2000,278.0,90.0,W23,514.38,P65659,Married,task_data_2.csv,2020-01-05,2022-01-15,22.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
37,Chrysler,2011,362.0,90.0,11120,249.69,P42673,Married,task_data_2.csv,2020-12-10,2021-07-14,11.4,"[9.4, 35.4)",250+,"[90, 100)",0.5913879135095177
38,Acura,2009,104.0,61.0,761548,958.67,P55576,Single,task_data_2.csv,2019-05-19,2021-07-08,13.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
39,Chevrolet,2000,187.0,83.0,73541,833.0,P24949,Single,task_data_2.csv,2020-03-20,2021-08-06,22.4,"[9.4, 35.4)",100-250,"[80, 90)",1.0
40,Mazda,1993,52.0,56.0,7109,2143.65,P08617,Married,task_data_2.csv,2019-12-06,2021-10-12,29.4,"[9.4, 35.4)",0-100,"[50, 60)",1.0
41,Toyota,1998,156.0,73.0,78181CEDEX,267.36,P74316,Married,task_data_2.csv,2020-04-20,2021-04-11,24.4,"[9.4, 35.4)",100-250,"[70, 80)",0.9746948944879087
42,Mercedes-Benz,2008,416.0,91.0,4950719,1836.94,P01247,Married,task_data_2.csv,2019-06-08,2021-12-19,14.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
43,Isuzu,1996,464.0,70.0,,1073.87,P16034,Single,task_data_2.csv,2020-08-26,2021-05-09,26.4,"[9.4, 35.4)",250+,"[70, 80)",0.700904193789058
44,Chevrolet,2006,453.0,33.0,86062CEDEX9,2075.44,P04619,Married,task_data_2.csv,2020-09-09,2021-12-07,16.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
45,Mercedes-Benz,2000,121.0,87.0,,1193.57,P21330,Single,task_data_2.csv,2020-07-12,2021-10-04,22.4,"[9.4, 35.4)",100-250,"[80, 90)",1.0
46,GMC,2000,155.0,69.0,,1115.87,P78082,Married,task_data_2.csv,2019-05-12,2021-07-21,22.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
47,Hummer,2006,497.0,61.0,,1285.56,P20211,Married,task_data_2.csv,2019-08-19,2021-09-10,16.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
48,Hyundai,2008,490.0,30.0,,968.63,P07484,Single,task_data_2.csv,2019-09-28,2021-07-26,14.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
49,Ford,1988,237.0,51.0,1058,998.66,P34572,Single,task_data_2.csv,2019-05-25,2021-12-12,34.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
50,GMC,2006,255.0,72.0,,496.87,P59452,Single,task_data_2.csv,2019-02-26,2021-07-22,16.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
50,GMC,2006,255.0,72.0,,496.87,P59452,Single,task_data_2.csv,2019-12-31,2021-08-09,16.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
51,Dodge,2001,479.0,38.0,,1307.42,P94159,Single,task_data_2.csv,2019-04-26,2021-04-21,21.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
52,Chevrolet,2008,214.0,44.0,,1449.81,P92119,Married,task_data_2.csv,2020-05-01,2021-02-17,14.4,"[9.4, 35.4)",100-250,"[40, 50)",0.7994688460406443
53,Honda,2012,87.0,97.0,,722.34,P22275,Married,task_data_2.csv,2020-12-27,2021-10-21,10.4,"[9.4, 35.4)",0-100,"[90, 100)",0.8158962880825753
54,Ford,1986,294.0,39.0,,1881.35,P31174,Single,task_data_2.csv,2019-10-17,2021-06-29,36.4,"[35.4, 61.4)",250+,"[30, 40)",1.0
55,Infiniti,2010,67.0,77.0,94627,2397.76,P56459,Single,task_data_2.csv,2020-03-06,2022-01-03,12.4,"[9.4, 35.4)",0-100,"[70, 80)",1.0
56,Chrysler,1995,386.0,85.0,,184.42,P66705,Single,task_data_2.csv,2020-06-07,2021-11-02,27.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
57,Audi,2009,419.0,23.0,,727.21,P83113,Single,task_data_2.csv,2020-01-16,2021-05-25,13.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
58,Chevrolet,1996,469.0,38.0,8404,2028.58,P55070,Single,task_data_2.csv,2020-10-07,2021-09-17,26.4,"[9.4, 35.4)",250+,"[30, 40)",0.9445779174110351
59,BMW,1993,196.0,89.0,404622,622.98,P25636,Married,task_data_2.csv,2020-04-02,2021-10-23,29.4,"[9.4, 35.4)",100-250,"[80, 90)",1.0
60,Aston Martin,2007,256.0,87.0,9034,656.74,P87652,Married,task_data_2.csv,2019-05-15,2021-03-17,15.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
61,Chrysler,2003,490.0,33.0,,545.99,P83958,Single,task_data_2.csv,2019-01-20,2021-06-24,19.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
62,Toyota,2012,230.0,17.0,79204CEDEX,0.0,P57478,Single,task_data_2.csv,2020-11-30,2021-11-08,10.4,"[9.4, 35.4)",100-250,"[20, 30)",0.0
63,Lexus,2003,148.0,58.0,,0.0,P58760,Single,task_data_2.csv,2019-04-15,2021-11-28,19.4,"[9.4, 35.4)",100-250,"[50, 60)",0.0
64,Infiniti,2009,305.0,24.0,664082,1292.34,P30402,Married,task_data_2.csv,2020-04-17,2021-04-05,13.4,"[9.4, 35.4)",250+,"[20, 30)",0.9664811734669432
65,Toyota,1982,421.0,78.0,,1649.97,P77051,Single,task_data_2.csv,2019-02-28,2021-04-25,40.4,"[35.4, 61.4)",250+,"[70, 80)",1.0
66,GMC,2005,432.0,20.0,,1408.42,P31189,Married,task_data_2.csv,2019-05-19,2021-02-05,17.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
67,Toyota,2008,383.0,28.0,,1799.72,P47386,Married,task_data_2.csv,2019-03-20,2021-12-15,14.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
68,Mitsubishi,1987,405.0,45.0,,2441.53,P04432,Married,task_data_2.csv,2019-03-05,2021-03-19,35.4,"[35.4, 61.4)",250+,"[40, 50)",1.0
69,Pontiac,1988,106.0,53.0,43001,699.16,P40183,Single,task_data_2.csv,2019-11-05,2021-04-17,34.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
70,Aston Martin,2012,458.0,25.0,,150.38,P06435,Married,task_data_2.csv,2019-05-11,2021-12-06,10.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
71,Toyota,2002,217.0,72.0,62214,1023.17,P44337,Single,task_data_2.csv,2019-06-16,2021-08-18,20.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
72,Volkswagen,1988,238.0,45.0,,538.87,P38527,Married,task_data_2.csv,2020-05-03,2021-11-25,34.4,"[9.4, 35.4)",100-250,"[40, 50)",1.0
73,Honda,2001,264.0,34.0,57227,2139.67,P54451,Single,task_data_2.csv,2019-11-17,2021-03-10,21.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
74,Jeep,2008,330.0,38.0,,437.99,P48004,Married,task_data_2.csv,2020-12-24,2021-03-12,14.4,"[9.4, 35.4)",250+,"[30, 40)",0.2135567465451036
75,Mazda,1986,295.0,80.0,4670862,1361.1,P21931,Married,task_data_2.csv,2020-12-05,2021-12-24,36.4,"[35.4, 61.4)",250+,"[80, 90)",1.0
76,Chevrolet,1996,100.0,51.0,,1192.64,P82996,Single,task_data_2.csv,2020-09-03,2021-11-26,26.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
77,Mitsubishi,2011,105.0,26.0,,1784.58,P26120,Married,task_data_2.csv,2020-11-21,2021-03-15,11.4,"[9.4, 35.4)",100-250,"[20, 30)",0.3121213987966899
78,Buick,2003,259.0,42.0,676776,94.33,P36294,Married,task_data_2.csv,2020-08-13,2022-02-18,19.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
79,Nissan,2010,406.0,23.0,,2253.36,P37136,Single,task_data_2.csv,2019-05-12,2021-07-16,12.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
80,Honda,2004,58.0,16.0,1696,1273.93,P72037,Single,task_data_2.csv,2020-12-26,2022-02-19,18.4,"[9.4, 35.4)",0-100,"[20, 30)",1.0
81,Nissan,1998,330.0,60.0,3025483,2089.45,P35783,Married,task_data_2.csv,2020-06-11,2021-05-11,24.4,"[9.4, 35.4)",250+,"[60, 70)",0.9144609403341616
82,Nissan,2007,381.0,20.0,55635,71.89,P19828,Married,task_data_2.csv,2020-12-20,2022-02-24,15.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
83,Suzuki,2011,344.0,59.0,62010CEDEX,269.33,P63814,Married,task_data_2.csv,2020-01-01,2021-09-22,11.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
84,Aptera,2010,262.0,66.0,6006,1027.4,P23187,Single,task_data_2.csv,2019-10-15,2021-08-08,12.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
85,Hyundai,2012,421.0,100.0,7729,420.95,P20158,Single,task_data_2.csv,2019-03-18,2021-02-03,10.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
86,Isuzu,1999,336.0,55.0,,937.52,P40278,Single,task_data_2.csv,2020-05-10,2021-03-31,23.4,"[9.4, 35.4)",250+,"[50, 60)",0.8898197772712649
87,Honda,2004,206.0,79.0,,1328.16,P57535,Married,task_data_2.csv,2020-09-09,2021-04-21,18.4,"[9.4, 35.4)",100-250,"[70, 80)",0.6132911695654257
88,Mitsubishi,1993,236.0,88.0,141707,386.88,P48210,Married,task_data_2.csv,2020-04-19,2021-09-08,29.4,"[9.4, 35.4)",100-250,"[80, 90)",1.0
89,Pontiac,1966,358.0,82.0,94237,554.2,P16374,Single,task_data_2.csv,2020-01-31,2021-06-21,56.4,"[35.4, 61.4)",250+,"[80, 90)",1.0
90,GMC,2010,421.0,43.0,1316,964.33,P22218,Married,task_data_2.csv,2019-12-20,2021-11-04,12.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
91,Subaru,2008,418.0,22.0,684058,2116.6,P14465,Single,task_data_2.csv,2020-07-26,2021-07-19,14.4,"[9.4, 35.4)",250+,"[20, 30)",0.9801707085018857
92,Chevrolet,2001,103.0,30.0,,275.12,P48025,Married,task_data_2.csv,2020-06-18,2021-05-01,21.4,"[9.4, 35.4)",100-250,"[30, 40)",0.8679165212153569
93,Infiniti,1994,467.0,49.0,,1073.0,P56049,Married,task_data_2.csv,2020-05-21,2021-03-26,28.4,"[9.4, 35.4)",250+,"[40, 50)",0.8460132651594489
94,Nissan,1995,187.0,52.0,4620091,1032.27,P74114,Married,task_data_2.csv,2020-10-26,2021-12-20,27.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
95,Chevrolet,1995,435.0,46.0,301113,1271.67,P63282,Single,task_data_2.csv,2020-09-26,2021-03-29,27.4,"[9.4, 35.4)",250+,"[40, 50)",0.5037748892858854
96,Ford,2008,392.0,61.0,,877.87,P38224,Married,task_data_2.csv,2020-01-03,2022-02-04,14.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
97,Subaru,1997,374.0,42.0,,673.88,P00155,Married,task_data_2.csv,2019-08-22,2021-11-21,25.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
98,GMC,2005,69.0,26.0,,1907.79,P38996,Single,task_data_2.csv,2020-07-27,2021-09-25,17.4,"[9.4, 35.4)",0-100,"[20, 30)",1.0
99,Acura,1992,444.0,83.0,,1602.31,P55982,Married,task_data_2.csv,2019-06-14,2021-03-31,30.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
100,Volkswagen,2005,139.0,77.0,,2206.12,P37480,Single,task_data_2.csv,2020-10-22,2021-06-02,17.4,"[9.4, 35.4)",100-250,"[70, 80)",0.6105532625584372
101,Ford,1996,58.0,35.0,,1798.24,P11953,Married,task_data_2.csv,2019-03-08,2022-02-28,26.4,"[9.4, 35.4)",0-100,"[30, 40)",1.0
102,Chevrolet,1994,435.0,85.0,62254CEDEX,769.3,P17740,Married,task_data_2.csv,2020-03-27,2021-09-17,28.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
103,Chrysler,2006,366.0,44.0,,128.76,P03442,Single,task_data_2.csv,2020-04-07,2021-12-30,16.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
104,BMW,2000,313.0,53.0,92139CEDEX,2211.15,P05576,Single,task_data_2.csv,2020-12-06,2021-09-13,22.4,"[9.4, 35.4)",250+,"[50, 60)",0.7693518689637706
105,Mercedes-Benz,2000,458.0,79.0,11305,0.0,P76856,Single,task_data_2.csv,2019-07-09,2021-09-13,22.4,"[9.4, 35.4)",250+,"[70, 80)",0.0
106,BMW,1999,414.0,52.0,P0W,724.73,P29911,Single,task_data_2.csv,2020-11-27,2021-07-02,23.4,"[9.4, 35.4)",250+,"[50, 60)",0.5941258205165062
107,Honda,1997,247.0,20.0,,285.33,P44992,Single,task_data_2.csv,2019-08-29,2022-01-04,25.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
108,Chrysler,2005,283.0,63.0,53842,832.28,P62821,Married,task_data_2.csv,2019-11-20,2021-12-09,17.4,"[9.4, 35.4)",250+,"[60, 70)",1.0
109,Mazda,1989,304.0,53.0,21281,814.02,P53053,Married,task_data_2.csv,2020-10-27,2021-01-17,33.4,"[9.4, 35.4)",250+,"[50, 60)",0.22450837457305764
110,Mazda,1994,138.0,26.0,,1300.15,P18172,Single,task_data_2.csv,2019-02-20,2021-05-17,28.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
111,Dodge,1997,323.0,48.0,,97.57,P68422,Single,task_data_2.csv,2020-08-24,2021-06-20,25.4,"[9.4, 35.4)",250+,"[40, 50)",0.8213721020965523
112,Nissan,1992,185.0,73.0,,1200.94,P42235,Single,task_data_2.csv,2019-12-24,2021-05-11,30.4,"[9.4, 35.4)",100-250,"[70, 80)",1.0
113,Mitsubishi,2011,239.0,42.0,13306,728.04,P44402,Married,task_data_2.csv,2020-11-22,2021-05-05,11.4,"[9.4, 35.4)",100-250,"[40, 50)",0.4490167491461153
114,Mercury,1999,251.0,71.0,,2291.73,P89671,Married,task_data_2.csv,2020-02-07,2021-09-19,23.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
115,Honda,2000,338.0,56.0,,678.09,P78849,Married,task_data_2.csv,2020-09-09,2021-04-03,22.4,"[9.4, 35.4)",250+,"[50, 60)",0.5640088434396325
116,Toyota,1997,320.0,75.0,74060,1323.49,P97122,Single,task_data_2.csv,2019-12-21,2021-05-20,25.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
117,Honda,2006,180.0,60.0,,9.27,P86716,Single,task_data_2.csv,2020-05-03,2021-11-05,16.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
118,Jeep,2009,125.0,20.0,10004,1207.63,P85416,Single,task_data_2.csv,2019-07-11,2021-04-05,13.4,"[9.4, 35.4)",100-250,"[20, 30)",1.0
119,Maserati,1989,56.0,49.0,94000000,834.31,P14586,Single,task_data_2.csv,2020-05-02,2021-04-22,33.4,"[9.4, 35.4)",0-100,"[40, 50)",0.9719569874809202
120,Audi,2009,68.0,53.0,,240.74,P42252,Single,task_data_2.csv,2020-05-15,2021-03-22,13.4,"[9.4, 35.4)",0-100,"[50, 60)",0.8514890791734259
121,Mitsubishi,2004,484.0,57.0,6324,1504.69,P10982,Single,task_data_2.csv,2020-08-29,2021-04-28,18.4,"[9.4, 35.4)",250+,"[50, 60)",0.6625734956912188
122,Pontiac,1979,382.0,94.0,80104CEDEX,2267.56,P79083,Single,task_data_2.csv,2020-07-02,2021-09-19,43.4,"[35.4, 61.4)",250+,"[90, 100)",1.0
123,Cadillac,2008,419.0,32.0,90040,1600.38,P70101,Married,task_data_2.csv,2019-08-18,2021-03-23,14.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
124,Honda,1983,492.0,63.0,,1106.32,P74625,Married,task_data_2.csv,2020-09-06,2021-06-19,39.4,"[35.4, 61.4)",250+,"[60, 70)",0.7830414039987131
125,Jaguar,2001,188.0,51.0,4950070,1612.65,P51523,Married,task_data_2.csv,2019-09-14,2021-06-15,21.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
126,Audi,1998,52.0,51.0,97279CEDEX,667.64,P90460,Single,task_data_2.csv,2020-09-02,2021-11-26,24.4,"[9.4, 35.4)",0-100,"[50, 60)",1.0
126,Audi,1998,52.0,51.0,97279CEDEX,667.64,P90460,Single,task_data_2.csv,2019-11-03,2021-03-31,24.4,"[9.4, 35.4)",0-100,"[50, 60)",1.0
127,Nissan,2010,427.0,84.0,,250.66,P96982,Single,task_data_2.csv,2020-09-14,2021-08-01,12.4,"[9.4, 35.4)",250+,"[80, 90)",0.8788681492433109
128,Mercury,2005,338.0,88.0,,757.24,P16217,Married,task_data_2.csv,2020-09-04,2021-10-14,17.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
129,Land Rover,1997,496.0,89.0,188649,1093.69,P39773,Single,task_data_2.csv,2019-02-27,2021-01-25,25.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
130,Toyota,2012,328.0,56.0,822,1096.46,P68415,Married,task_data_2.csv,2020-06-07,2021-03-02,10.4,"[9.4, 35.4)",250+,"[50, 60)",0.73375907787292
131,Ford,1965,403.0,23.0,44265CEDEX2,2265.84,P16163,Married,task_data_2.csv,2019-01-24,2021-07-26,57.4,"[35.4, 61.4)",250+,"[20, 30)",1.0
132,Acura,2005,340.0,21.0,,2118.55,P18577,Married,task_data_2.csv,2020-11-16,2022-02-08,17.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
133,Audi,1987,377.0,57.0,,1772.99,P55381,Married,task_data_2.csv,2019-09-17,2021-08-16,35.4,"[35.4, 61.4)",250+,"[50, 60)",1.0
134,Chevrolet,2008,147.0,68.0,,330.34,P04313,Single,task_data_2.csv,2019-02-10,2021-03-09,14.4,"[9.4, 35.4)",100-250,"[60, 70)",1.0
135,Mitsubishi,2003,476.0,99.0,,1491.03,P41978,Single,task_data_2.csv,2019-08-08,2021-01-20,19.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
136,Toyota,2012,241.0,47.0,,550.98,P98208,Married,task_data_2.csv,2020-09-17,2021-03-12,10.4,"[9.4, 35.4)",100-250,"[40, 50)",0.48187163322997734
137,Maserati,2006,297.0,35.0,92684CEDEX,0.0,P08551,Single,task_data_2.csv,2020-12-26,2022-02-25,16.4,"[9.4, 35.4)",250+,"[30, 40)",0.0
138,Saab,1997,179.0,39.0,422549,1058.82,P29097,Single,task_data_2.csv,2020-03-15,2021-04-24,25.4,"[9.4, 35.4)",100-250,"[30, 40)",1.0
139,Mercedes-Benz,2001,-1.0,-1.0,,269.95,P09519,Single,task_data_2.csv,2020-10-25,2021-07-12,21.4,"[9.4, 35.4)",,"[20, 30)",0.711855821817012
140,Toyota,2007,397.0,33.0,,321.81,P59173,Married,task_data_2.csv,2020-06-19,2021-07-28,15.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
141,Chevrolet,2009,278.0,42.0,,1344.26,P57652,Married,task_data_2.csv,2020-03-07,2022-02-13,13.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
142,Mitsubishi,2010,289.0,30.0,,1895.84,P94796,Single,task_data_2.csv,2019-04-01,2021-02-05,12.4,"[9.4, 35.4)",250+,"[30, 40)",1.0
143,Mitsubishi,1993,150.0,80.0,,2011.01,P57085,Single,task_data_2.csv,2020-03-08,2021-01-08,29.4,"[9.4, 35.4)",100-250,"[80, 90)",0.8377995441384833
144,BMW,2000,58.0,44.0,,2265.22,P53125,Single,task_data_2.csv,2019-06-22,2021-05-16,22.4,"[9.4, 35.4)",0-100,"[40, 50)",1.0
145,Mazda,2005,174.0,73.0,36970000,85.12,P63256,Married,task_data_2.csv,2020-10-20,2021-01-18,17.4,"[9.4, 35.4)",100-250,"[70, 80)",0.24641163062896568
146,Mazda,2008,77.0,35.0,9700602,2043.73,P89391,Single,task_data_2.csv,2019-05-20,2021-10-15,14.4,"[9.4, 35.4)",0-100,"[30, 40)",1.0
147,Audi,1985,406.0,64.0,,1816.29,P02537,Single,task_data_2.csv,2019-06-17,2021-07-03,37.4,"[35.4, 61.4)",250+,"[60, 70)",1.0
148,Cadillac,2012,265.0,32.0,4219,0.0,P79636,Single,task_data_2.csv,2019-06-05,2021-12-12,10.4,"[9.4, 35.4)",250+,"[30, 40)",0.0
149,Mercedes-Benz,2011,66.0,50.0,363704,2018.15,P13874,Single,task_data_2.csv,2020-10-20,2021-12-14,11.4,"[9.4, 35.4)",0-100,"[50, 60)",1.0
150,Toyota,2001,117.0,80.0,,169.16,P57480,Married,task_data_2.csv,2019-07-17,2022-02-23,21.4,"[9.4, 35.4)",100-250,"[80, 90)",1.0
151,Volvo,1999,257.0,25.0,58580,1175.13,P93558,Married,task_data_2.csv,2019-03-23,2021-10-08,23.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
152,Kia,2003,465.0,17.0,307754,2432.36,P78755,Single,task_data_2.csv,2019-01-16,2021-01-26,19.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
153,Chevrolet,2003,483.0,79.0,,936.4,P64306,Married,task_data_2.csv,2019-12-05,2021-03-21,19.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
154,Dodge,1999,260.0,42.0,169060,879.36,P15350,Married,task_data_2.csv,2020-09-02,2021-06-01,23.4,"[9.4, 35.4)",250+,"[40, 50)",0.7447107059008741
155,Holden,1995,320.0,26.0,,1436.99,P50546,Single,task_data_2.csv,2019-07-20,2021-10-31,27.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
156,Chevrolet,1993,378.0,59.0,1237,102.6,P77798,Married,task_data_2.csv,2020-01-08,2022-02-21,29.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
157,Mercury,1989,96.0,40.0,,955.33,P45838,Single,task_data_2.csv,2019-03-24,2022-01-16,33.4,"[9.4, 35.4)",0-100,"[40, 50)",1.0
158,Volkswagen,2012,335.0,40.0,K1Y,2171.69,P15241,Single,task_data_2.csv,2020-12-28,2022-02-16,10.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
159,BMW,2005,54.0,33.0,4020056,1465.44,P36826,Married,task_data_2.csv,2019-09-23,2021-01-13,17.4,"[9.4, 35.4)",0-100,"[30, 40)",1.0
160,Mazda,1998,497.0,27.0,,1656.2,P15945,Single,task_data_2.csv,2020-05-01,2022-01-25,24.4,"[9.4, 35.4)",250+,"[20, 30)",1.0
161,Nissan,2001,233.0,50.0,32744,26.64,P74833,Single,task_data_2.csv,2020-11-01,2021-11-07,21.4,"[9.4, 35.4)",100-250,"[50, 60)",1.0
162,Plymouth,2000,351.0,83.0,,1804.04,P58836,Single,task_data_2.csv,2020-11-24,2021-12-29,22.4,"[9.4, 35.4)",250+,"[80, 90)",1.0
163,Pontiac,1968,459.0,99.0,15240,2300.2,P67563,Married,task_data_2.csv,2019-11-14,2021-03-11,54.4,"[35.4, 61.4)",250+,"[90, 100)",1.0
164,Chevrolet,2000,442.0,93.0,E2L,2106.2,P16053,Married,task_data_2.csv,2020-05-10,2021-12-27,22.4,"[9.4, 35.4)",250+,"[90, 100)",1.0
165,Cadillac,1997,179.0,41.0,,170.22,P85821,Married,task_data_2.csv,2020-04-13,2021-10-09,25.4,"[9.4, 35.4)",100-250,"[40, 50)",1.0
166,GMC,1996,321.0,77.0,66008,1689.35,P86395,Married,task_data_2.csv,2019-07-29,2021-09-05,26.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
167,Land Rover,2000,391.0,46.0,2657,2289.37,P91027,Single,task_data_2.csv,2019-09-15,2021-05-25,22.4,"[9.4, 35.4)",250+,"[40, 50)",1.0
168,MINI,2002,301.0,75.0,,2143.07,P21082,Married,task_data_2.csv,2019-01-01,2021-04-21,20.4,"[9.4, 35.4)",250+,"[70, 80)",1.0
169,Honda,2003,345.0,50.0,9800026,488.93,P81013,Single,task_data_2.csv,2019-04-20,2021-12-03,19.4,"[9.4, 35.4)",250+,"[50, 60)",1.0
